Comentario_Procesado,Criterio,Polaridad
 nombres   atributos  adecuados   tipo  dato  visibilidad   atributos   adecuada    detectado  mayoria   atributos correctamente,Atributos,0
 mayoria   nombres   metodos   adecuados   tipo  dato  visibilidad   metodos   adecuada   argumentos   tipo  valor  retorno  mayoria   metodos indican funcionalidad incorrecta,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  aplicacion  subclases   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados    estan   clase   corresponde   tipo  dato  visibilidad   metodos   adecuada   argumentos  tipo  valor  retorno    adecuado  metodos  indican funcionalidad correcta,Métodos,-1
 cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente    redundantes,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  tipo  valor  retorno   mayoria   metodos    adecuado  metodos  indican funcionalidad correcta,Métodos,-1
 cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada   coherente,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos  estan bien definidos  visibilidad   atributos   adecuada   detectado  mayoria   atributos     correctos,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  tipo  valor  retorno  mayoria   metodos  indican funcionalidad correcta  estan dentro  clases   corresponde,Métodos,-1
 cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos  estan bien definidos  visibilidad   atributos   adecuada   detectado  mayoria   atributos,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  permite acceso   atributos   clases  mayoria   argumentos  tipo  valor  retorno  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  tipo  valor  retorno    adecuado  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada  coherente,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  tipo  valor  retorno  metodos indican funcionalidad correcta,Métodos,-1
 cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura parcialmente adecuada  atributos   encuentran   clase correspondiente  informacion indicada  detallada,Clases,0
 nombres   atributos   adecuados   tipo  dato  visibilidad   atributos   adecuada,Atributos,-1
 nombres   metodos   adecuados   tipo  dato  visibilidad   metodos   adecuada  mayoria   argumentos  colocaron tipo  valor  retorno,Métodos,-1
  cardinalidades   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  detallada   coherente,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos   adecuados   tipo  dato  visibilidad   metodos   adecuada  mayoria   argumentos  colocaron tipo  valor  retorno,Métodos,-1
 cardinalidades  denotan incorrectamente si  especifica roles  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  parcialmente detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos   tipo  valor  retorno  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 colocaron cardinalidades  especifica roles  forma adecuada  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  parcialmente adecuados  estan  mayusculas faltan  clases importantes  subclase   clases   indica  estructura adecuada falta atributos   metodos  informacion indicada   detallada,Clases,-1
solo  clase  atributo  indican  tipo  dato  visibilidad   adecuada    detectado  mayoria   atributos,Atributos,-1
 nombres   metodos  adecuados  indican  tipo  dato  visibilidad   metodos   adecuada   argumentos   tipo  valor  retorno incorrecto pocos metodos indican funcionalidad correcta,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada   detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada faltan atributos,Atributos,-1
 nombres   metodos   adecuados   tipo  dato  visibilidad   metodos   adecuada  podran ser usados   clases   argumentos  todas   mismo tipo  valor  retorno incorrecto  mayoria   metodos indican funcionalidad incorrecta,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  subclase   clases  indica  estructura adecuada  atributos    clase  falta metodos  informacion indicada  detallada  coherente,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  todas   mismo tipo  valor  retorno incorrecto  mayoria   metodos indican funcionalidad correcta  clase   metodo,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  aplicacion  subclases  clases indica  estructura adecuada  atributos  metodos  informacion indicada  detallada   coherente,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos  estan bien definidos  visibilidad   atributos   adecuada   detectado  atributos correctamente,Atributos,0
 nombres   metodos  adecuados existen metodos dentro  clases   corresponden   misma faltan metodos  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos  mayoria   tipo  valor  retorno incorrecto  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 mayoria   cardinalidades   adecuadas   roles  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  aplicacion  subclase   clases  indica  estructura adecuada  atributos  metodos  informacion indicada  parcialmente detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada   argumentos   tipo  valor  retorno  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 cardinalidades  incorrectas  especifica roles  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases  clases indica  estructura adecuada  atributos  metodos  informacion indicada  parcialmente detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados faltan metodos  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos   tipo  valor  retorno  mayoria   metodos  indican funcionalidad correcta,Métodos,-1
 mayoria   cardinalidades   adecuadas  roles   adecuados  direccion  navegacion     asociaciones  especifica  forma incorrecta,Asociaciones,-1
 nombres   clases  adecuados faltan  clases   clases  indica  estructura adecuada  atributos    clase  falta metodos  informacion indicada  parcialmente detallada,Clases,0
 nombres   atributos  adecuados  tipo  dato   atributos   coherentes  visibilidad   atributos   adecuada   detectado  mayoria   atributos correctamente,Atributos,0
 nombres   metodos  adecuados  tipo  dato   metodos   coherentes  visibilidad   metodos   adecuada  mayoria   argumentos   tipo  valor  retorno incorrecto  metodos indican funcionalidad correcta  clase   metodo,Métodos,-1
 mayoria   cardinalidades  denotan incorrectamente   especifica roles  direccion  navegacion   mayoria   asociaciones  especifica  forma incorrecta,Asociaciones,-1
muestra   nombre  adecuado   diagrama  asi mismo muestra  manera ordenada  mensajes   activacion   mismos  comprender mejor     pidiendo,Diseño,1
  objetos involucrados  identifican correctamente     pide desarrollar,Objetos,1
existe  concordancia   activacion   objetos  dado    lapso  tiempo aplicado  correcto,Línea de tiempo ,1
 comunicacion asincronica  sincronica  aplicada correctamente   diagrama  mensaje indica funcionalidad correctamente   requisitos,Mensajes,1
 diagrama contiene  nombre  distribucion   objetos  correcta  claro  comprender,Diseño,1
 diagrama contiene  autor  interfaz  control   objetos estan identificado correctamente,Objetos,1
