"Texto_Completo","Polaridad"
"Métodos:  nombres   metodos  adecuados  verbos  expresan claramente  accion u operacion   clase    indica   tipo  dato   valor  retorno  cada metodo  acuerdo   funcionalidades  cada objeto  metodos   suficientes  indican funcionalidad completa   requerimientos descritos",-1
"Asociaciones:  multiplicidad   clases  expresada correctamente  ambas direcciones",0
"Clases:  nombres   clases   adecuados  inicializan  mayusculas  nombres   clases   contemplan  forma correcta  estructuras   clases cada clase    estructura adecuada unas      atributos  informacion reportada   correctamente detallada    coherente",-1
"Atributos:  existen atributos adecuados    mayoria   clases     indican  argumentos  tipo  datos   atributos  existe  visibilidad adecuada    detectado   atributos correctamente",-1
"Métodos:  nombres   metodos      adecuados aplican  verbos   metodos   estan bien escritos   indican  metodos  tipo  datos   atributos  metodos  indican funcionalidad correcta   requerimientos  caso",-1
"Asociaciones:  cardinalidades   denotan   mayoria correctamente  roles   especifican correctamente  direcciones  navegacion   clases   especifican correctamente",-1
"Clases:  nombres   clases estan correctamente escritos",1
"Atributos:  nombres   adecuados cuentan   respectivos tipos  datos   visibilidad  adecuada",1
"Métodos:  nombres   adecuados cuentan   respectivos tipos  datos   cuenta  tipo  valor  retorno  cada metodo representan funcionalidades  sistema",0
"Asociaciones:  cardinalidades  denotan  forma correcta  direccion  navegacion  todas  asociaciones  especifica  forma correcta",1
"Clases:  clases estan colocadas  forma correcta indicando  cada   atributos  metodos necesarios   uso  faltando  clase mas    completo si muestra coherencia  cada clase relacionada",0
"Atributos: si consta    atributos completos  cada clase indicando   adecuadas formadas correctamente  sustantivos expresando  propiedad   clase aunque  duda  si  visibilidad  adecuada",1
"Métodos: si  expresa  claridad  funcionalidades  cada metodo   clases mencionadas   indican  tipo  dato   pone  duda  visibilidad   metodos",0
"Asociaciones:  cardinalidades aplicadas  entienden correctamente indicando  roles adecuados  cada      asociaciones  muestra mucha coherencia",0
"Clases:  nombres   clases estan   totalidad  mayusculas si  sustantivos  detectan  clases correctas",1
"Atributos:  atributos  adjetivos  sustantivos si expresan  accion   clase   tipo  dato colocado bien respectivamente   visibilidad  bien aplicada",1
"Métodos:  metodos si  verbos    tipo  dato tampoco valor  retorno   visibilidad si  bien colocada",0
"Asociaciones:  cardinalidades si  bien colocadas si  roles     claro  considero q  navegacion si  bien",0
"Clases:  nombres   clases estan asignados correctamente  estructura  correcta     facil  entender  atributos  manejan cada clase  coherentes segun   representa  objeto  nombre   clase",1
"Atributos:  atributos  cada clase  bastante adecuados si  especifica  tipo  dato  cada atributo   clase  atributos si representan  propiedad  objeto    clase   especifica  visibilidad  cada atributo",0
"Métodos:  nombres   metodos estan bien estructurados   indica  tipo  argumentos  requiere  metodo tampoco  indica   metodos  tipo  valor  retorno  metodos declarados   generalista    seria mejor agregar mas metodos   funcionalidad  especifico",0
"Asociaciones:  direccion   asociaciones  correctas  cardinalidades   mayoria  encuentran bien implementadas  existen unas cardinalidades  estan erroneas   genera confusion",0
"Clases:  nombres   clases estan descritos  mayusculas falta  clase faltan metodos",-1
"Atributos: faltan  atributos   clase faltante   diagrama  casos  uso",-1
"Métodos: faltan  metodos   clase faltante   diagrama  casos  uso faltan metodos   clases  constan   diagrama  indica  tipo  datos   metodos",-1
"Asociaciones: faltan  asociaciones   clase  descrita   diagrama  consta  errores   relacion   clase contrato  reserva",-1
"Clases:  diagrama  clase consta   nombres adecuados   embargo  estan  mayuscula   faltan  metodos  ciertas clases",0
"Atributos:  diagrama posee  nombres adecuados   atributos   respectivo tipo  dato",1
"Métodos:  diagrama consta   tipo  dato visibilidad   embargo faltan agregar mas metodos aciertas clases",0
"Asociaciones:  diagrama posee correctamente  cardinalidades   flechas estan correctas",1
"Clases: posee  estructura correcta globalmente   detectan todas  clases hacen falta  clases  importancia  existen  metodos incoherentes",0
"Atributos: posee  atributos necesarios  cada clase     completo   encuentra  funcionalidad",0
"Métodos: pose  metodos necesarios  cada clase     completo   encuentra  funcionalidad",0
"Asociaciones:  cardinalidades  denotan correctamente   haber clases faltantes  relacion cambia totalmente     diagrama  fallas notables   direccion  navegacion cambia drasticamente",0
"Clases:  nombres   clases  adecuados  estan complemente  mayuscula",0
"Atributos:  atributos cubren  propiedades principales mas  todas asi mismo solo  atributos  tipo  datos asi mismo  datos  retorno   pueden apreciar   contienen tipo  dato  visibilidad si  puede apreciar superficialmente",-1
"Métodos:  metodos desarrollados  apenas suficientes  representar  funcionalidades pertinentes  nombres   metodos  contienen verbo  casi   casos  metodos  contienen argumentos   respectivos tipos  datos  metodos  contienen tipo  dato  retorno",-1
"Asociaciones:  comunicacion  pudo haber mejorado   relacion   clases reserva  contrato  incorrecta  parece improvisada  cardinalidad  obligatoriedad  bastante discutible  ambigua  cardinalidad  relacion  solo errores puntuales    relacion   clases reserva  contrato",-1
"Clases:  diagrama consta   nombres   clases correctos   estan  mayusculas  ayuda  entendimiento  diagrama",1
"Atributos:  atributos  expresan  claridad  poseen  nombre adecuado  cada clase posee  tipo  dato   visualidad",1
"Métodos:  metodos estan correctos pues estan formados  verbos   metodos poseen  tipo  dato  embargo faltan anadir ciertos metodos   clases",0
"Asociaciones: todas  clases poseen  direcciones  navegacion  todas  asociaciones  cardinalidades estan correctas  roles mostrados   necesarios par  correcto funcionamiento  sistema",1
"Clases:    nombres   clases cumplen   requisitos      sustantivos sino  verbos  si indica  estructura adecuada   atributos  metodos",0
"Atributos:  nombres   atributos expresan  propiedad   clase   indican adecuadamente   puntos   definen",1
"Métodos:  nombres   metodos estan bien definidos   indica  tipo  dato  si indica  visibilidad adecuada",0
"Asociaciones: todas  cardinalidades roles  direccion  navegacion  denotan adecuadamente",1
"Clases:  nombre   clases estan mal   encuentran  letras mayusculas   encuentran todas  clases   caso practico  estructura  cada    clases estan mal definidas existen clases nuevas   pertenecen  caso practico",-1
"Atributos:  estructura   nombre   atributos estan definidos correctamente  argumento  cada  estan   confuso  momento  tratar  seguir  flujo   detecto   atributos   tipo  datos  corresponde  cada clase",0
"Métodos:  estructura   metodos estan definida correctamente existen metodos    encuentran definidos  realizar  caso practico",-1
"Asociaciones:  cardinalidad  cada clase  mal definida  roles  cada    clases  existen  existen asociaciones  momento  entrelazar  clase  ",-1
"Clases:  nombres   clase estan correctamente planteadas   detectan   numero  clases   idoneas",1
"Atributos:  nombre   atributos planteados   diagrama  correctos asi   tipo  datos   visibilidad",1
"Métodos:  nombres   metodos  correctos cuentan   respectivos tipos  datos  tipo  valor  retorno  cada metodo representan funcionalidades  sistema",1
"Asociaciones:  cardinalidades estan correctas  existe  correcta comunicacion  clases",1
"Clases:  nombres   clases  adecuados  cumplen   formato requerido todas  clases poseen  estructura adecuada  atributos  metodos especificados  importantes  necesarios  informacion  detallada  coherente",1
"Atributos:  nombres   atributos  adecuados expresan claramente  propiedad propia   clase  tipos  datos especificados  adecuados  poseen  visibilidad adecuada",1
"Métodos:  nombres   metodos  adecuados expresan claramente  accion u operacion   propia clase faltan metodos   clases  argumentos tipo  datos  tipos  valor  retorno  visibles  adecuados",1
"Asociaciones:  cardinalidades  pueden apreciar   totalidad  cardinalidades   adecuadas  direccion  navegacion   asociaciones  especifica  forma  correcta  tipos  asociaciones   empleados correctamente",-1
"Clases:  nombres  todas  clases  adecuados pues cumplen   regla  ser sustantivos  empezar  mayusculas faltaria  superclase llamada vehiculo  encuentran  metodos  atributos mas importantes  cada clase  diagrama",1
"Atributos:  atributos cumplen  norma  ser sustantivos ademas  especificar funcionalidades directas   clases  tipos  datos  encuentran detallados   lado  atributo  clases cuentan   mayoria  atributos requeridos",1
"Métodos:  metodos  verbos    si definen  accion   indican parametros  ninguna funcion  metodo  metodos indican  mayoria   funciones requeridas",1
"Asociaciones:  cardinalidades descritas coinciden  casi todas  relaciones   clases  existen roles  ningun lugar  diagrama  direcciones  navegacion   asociaciones    mayoria correctas",0
"Clases:  diagrama consta   correcta estructura  orden   clases cada  posee  atributos  metodos importantes  nombres estan  mayuscula  clases  desarrolladas   manera correcta",1
"Atributos:  diagrama posee  nombres claros debido    nombre   sabe     refiriendo posee  argumentos tipo  dato  visibilidad",1
"Métodos:  metodos  diagrama  correctos debido   constan  verbos acompanada  nombre   clases  permite identificarlos rapidamente  saber   clase pertenece  metodo",1
"Asociaciones:  direcciones  navegacion  estan correctas debido    flechas estan  sentido contrario",-1
"Clases:  clases  correctas   nombres tambien  hacen falta clases respecto   informacion proporcionada   casos  uso",0
"Atributos:  atributos   clases  redundantes     hacen falta atributos importantes tambien  puede observar   tipo  dato asignado  alguno      adecuado",-1
"Métodos:  metodos   argumentos     clases  existen ningun tipo  metodos tampoco  puede observar   metodos cuenten   atributos necesarios",-1
"Asociaciones:  generalizacion  aplicada correctamente  distintas clases  cardinalidades  correspondientes   generaria anomalias",0
"Clases:  nombres   clases  adecuados  sustantivos  empiezan  mayusculas globalmente  detectan todas  clases medianamente correctas  cada clase  indica  estructura adecuada atributos  metodos  informacion reportada  detallada   coherente",1
"Atributos:  nombres   atributos  adecuados  sustantivos etc expresan claramente  propiedad   clases  indica  tipo  datos   visibilidad adecuada   detectado   atributos correctamente",1
"Métodos:  nombres   metodos  adecuados  verbos  expresan  claridad  accion  operacion   clase   argumentos   tipo  dato valor  retorno  visibilidad adecuada  metodos indican funcionalidad medianamente correcta   requerimientos descritos",1
